id,title,desc
10111,Studio Photo-- 1,Je n'ai pas fait exprès.
10112,Studio Photo-- 1,Hein… mais non ! Je… je regardais la décoration sur le mur… (sans conviction)
10113,Studio Photo-- 1,C'est parce que tu es toujours très belle~
10121,Studio Photo-- 2,Un kosode comme Giana
10122,Studio Photo-- 2,Un costume occidental
10123,Studio Photo-- 2,Je veux garder mes vêtements
10131,Studio Photo-- 3,Donner la photo à Giana
10132,Studio Photo-- 3,Attendre en silence
10133,Studio Photo-- 3,Demander la pellicule
10211,Cuisine raffinée -- 1,Mont-blanc
10212,Cuisine raffinée -- 1,Poêlé de lotte
10213,Cuisine raffinée -- 1,Crevettes roses braisées
10221,Cuisine raffinée -- 2,Je n'ai que le goût amer de l'addition qui me reste à travers la gorge…
10222,Cuisine raffinée -- 2,"Ce n'était pas très bon, il semble qu'aujourd'hui le chef n'est pas très en forme…"
10223,Cuisine raffinée -- 2,Il n'y a qu'un mot qui me vient en tête: délicieux !
10231,Cuisine raffinée -- 3,Payer la facture dignement
10232,Cuisine raffinée -- 3,Avouer que vous ne pouvez pas payer
10233,Cuisine raffinée -- 3,Payer avec embarras
10311,Kimono -- 1,"Comme ton kimono est vraiment beau, je n'ai pas pu m'empêcher de te le dire."
10312,Kimono -- 1,"C'est juste un compliment Giana, n'y porte pas trop attention."
10313,Kimono -- 1,"Tu es très belle, j'espère que la prochaine fois tu seras aussi belle."
10321,Kimono -- 2,Noir
10322,Kimono -- 2,Cyan
10323,Kimono -- 2,Marron
10331,Kimono -- 3,Qu'est-ce que tu penses de ce kimono ? Je pense qu'il t'irait parfaitement.
10332,Kimono -- 3,"Pour l'instant, je ne préfère pas répondre…"
10333,Kimono -- 3,"Hein ? Temporairement ?! Non non, ce n'est…"
10411,Wagashi -- 1,Des yōkans à la cassonnade
10412,Wagashi -- 1,Des yōkans au mocha
10413,Wagashi -- 1,Des yōkans
10421,Wagashi -- 2,"Oui ! C'est si doux dans la bouche, c'est super délicieux~"
10422,Wagashi -- 2,"Même si cela ressemble à un warabimochi ordinaire, le goût est très bon."
10423,Wagashi -- 2,"Désolé, c'est trop sucré pour moi~"
10431,Wagashi -- 3,"Des choses très spéciales, d'accord je te suis Giana~"
10432,Wagashi -- 3,"Spé… spéciales, préparées spécialement pour moi ?"
10433,Wagashi -- 3,Peut-on vraiment y aller ? Excusez-nous pour le dérangement.
10511,Pause-café -- 1,"Bien… bien sûr, en tant que Senpai, il est de mon devoir de prendre soin de tout le monde !"
10512,Pause-café -- 1,Giana… ne me met pas dans l'embarras.
10513,Pause-café -- 1,"Même si je suis gentil avec tout le monde, je suis encore plus gentil avec toi."
10521,Pause-café -- 2,Donner ta propre bouteille d'eau à Giana
10522,Pause-café -- 2,Courir rapidement pour acheter une bouteille d'eau au magasin d'à côté
10523,Pause-café -- 2,Persuader Giana d'aller acheter ensemble une boisson au magasin d'à côté
10531,Pause-café -- 3,Sortir de votre sac à dos la liste d'activité à faire que vous avez préparé pour ce rendez-vous
10532,Pause-café -- 3,Sortir de votre poche le cadeau que vous avez préparé pour Giana
10533,Pause-café -- 3,Saisir la main de Giana
10611,Stand de pêche -- 1,"Ne t'inquiète pas, c'est très facile de s'en occuper, tu as juste besoin de les nourrir et changer leur eau~"
